seq_id,label,abs_heading_deg,abs_lateral_m
078d73a8fff0d0e573dab5c0d27b2aed,lane-change-left,6.191215,2.632019
07ad36e096511357c816e555ce8cd6aa,right-turn,30.65134,4.2856445
07e88a49162f5d90210bd0dc59c1eb70,straight,0.074294895,0.11621094
08356abe36fdacc7c6402c18b633f886,lane-change-left,4.0870943,2.6496582
0853fafd01f5f063eacc2a41491cab9f,left-turn,30.568472,1.4543457
0856a3f1d05e3aa70d8284d5c67d5f03,right-turn,30.313354,3.5405273
08720a9a33dba798129d79b0762e1206,straight,0.696986,0.14794922
0886462cb259dd955aaa3e123c2516b5,lane-change-right,14.785839,19.872559
088b7a041cb2ca337d01497815e62813,straight,0.056296825,0.022491455
08a0e63da36bd3fade24514337eca65c,straight,1.2341188,0.15890503
08afa1b77e9acb1bec522a086d54310c,lane-change-right,6.409125,8.751953
08c8449ce47849cfe13f5e6f2bbb7ae5,lane-change-right,1.6762344,2.6191406
08e117dde1161b59e021d9a7f6d182e4,right-turn,31.046076,0.6465759
090bf2849b24bba653d15629e89557d1,straight,1.600364,0.11328125
09459557d8b2cbcf65607f171cb58541,right-turn,31.6501,1.6749268
098b425586b45f255163e72284636aac,left-turn,30.26759,5.7199707
099d23d258b298bb20e46a12dd21d7d3,straight,0.2352433,0.27148438
09a0015da9bb65d3a40ae5e0f01fc210,straight,0.17405045,0.0107421875
09a94ac4ad95bdc5a454cf9d8422c08f,straight,0.6604408,0.009765625
09b9e2833486794e620627fe91430157,left-turn,30.566658,3.9675293
09c15e52bcfb74a01a21e746c4b8125d,straight,4.8246765,1.4863281
09ce381ac908ffaaf48fb1447a9f6c32,straight,12.599053,0.77001953
09eb40901297db2745c2837e99a8f46d,lane-change-right,8.124303,2.761963
0a180b3d6dd4512c4e661844428ba2a2,straight,0.10556442,0.0013427734
0a1934340d114e3b393d61f5d519edab,lane-change-right,13.156846,2.6149902
0a1d91e45dc14f2d5e5f8492d62bfbec,lane-change-left,8.912742,2.616211
0a34a6c5210e3349c7b0c2564157826c,right-turn,30.68307,3.253418
0a74c27cf4e33634ee32825639fd4a83,lane-change-left,6.2413363,2.519287
0abbef08380d04c0a07e89ed3c132cd0,straight,4.163053,0.9277344
0b09b98fd05ef06fd26d638d017a643f,left-turn,30.657316,4.2314453
0b20898674e947547e253872f2a633d4,right-turn,30.573277,1.8232422
0b2a5e3955c976230320ea4802a316f0,right-turn,32.517586,2.337738
0b332b2cd3f8e82327d98aa7c9a04c5e,straight,0.41695583,0.013061523
0b5f55be89855c7caa9ce2e54fdfcda7,left-turn,30.95626,1.9799805
0b7df2d8edc6d5b92eb1d2cbf38c04a2,lane-change-left,5.724111,8.128418
0b8097d37ac2cc7a832e2978f431f843,straight,1.4835163,0.25231934
0b860fa8c13bc787e68cc44765b8064b,left-turn,88.51236,18.829102
0baab512943ef37ae2904b8c31d6b1d6,right-turn,30.075924,1.1743779
0bd5fa653c6a1443f3a6efe08412506e,straight,0.8150722,0.018554688
0bdcc1da851d8d3741b7c20b60e7e6c6,right-turn,30.92772,5.1757812
0bdf3d5fb2d9d813c8e8ea93efca1fb8,lane-change-right,4.6619225,2.5146484
0bec10cd3bb1618595b13440948602ad,lane-change-right,4.73669,16.820312
0bffa59f2a5d4141f6ea1a34d4bd029e,straight,0.103016384,0.2263546
0c48b1491f151d6460b4e565a7e3deef,lane-change-left,24.40308,2.6754303
0c7a4d13870e35461a22112db12d425b,left-turn,30.64826,1.6094971
0ca277981df684ccbd640b318348ad9e,straight,1.2186447,1.0769043
0ccbcc47f5d0920f6918be5b7148e05c,straight,2.1260374,0.58203125
0cd0152d77c319639de4da3d6ffd3ab5,lane-change-right,18.570316,2.5463867
0cfd11bbd1e1e85c0962e7dc1e7c307c,straight,2.4977942,0.99609375
0d070f368c421acfe849400e7fb15038,left-turn,30.432402,1.7480469
0d181081817683e5b95c9dc08ad8b064,straight,0.2801047,0.12451172
0d2c9f2db36834c3574331cf181f7d76,straight,0.056658242,0.44335938
0d3c12a8a1ab7c29cfe9ddffcfe28551,right-turn,30.306517,1.6025391
0d44fab3771e008b72f02651159a657f,right-turn,32.294796,1.3336945
0d5eddcaf8f134705cd2edf027af239b,right-turn,30.349371,2.0115967
0d9d56782714f2a3f411a79a69631d32,right-turn,30.815145,3.3881836
0db6f57c4c0a0592d2ba7616cc177acd,left-turn,31.667282,3.237793
0de6fc5f7806174865415b024ff53dee,right-turn,31.749067,1.3974609
0debfe98b7d0c1bf95e1da39245fa525,straight,0.15383337,0.034240723
0df79613c3e4e81b6f5fa566f32b5c24,right-turn,31.981638,1.9372559
0e131aa012965758190cf4ffb7f55203,straight,0.4315617,0.20947266
0e2370d987dc17db08d20392ba179388,straight,0.37644237,0.10644531
0e56ffb2ad3a3487d294e2eac09ade11,lane-change-left,1.8064659,2.5416794
0e69043c6d9a6ae5570362335af687b1,straight,0.11190267,0.08010864
0e705b208e3a6c0f0be042f89fc071d9,straight,0.17343776,0.11425781
0ea1fd5ec542ce5d980796ad13a769c7,left-turn,32.134663,2.5151367
0ea2bf041f84948fe577815f8c67bc55,straight,0.96863145,0.99936295
0eaf6f08eb7b83df35994a057433b60f,straight,0.74740976,0.05493164
0ec2897349e43bc659c6b0f8c2203c0e,left-turn,44.419243,27.839554
0eceeb4ab56cad84d824c1d7ac962990,straight,0.15518709,0.009521484
0ecf80a1ddbc850ee1c32bfcbb503c4c,lane-change-left,10.153547,2.5268555
0f39287c13adc2fd42f0d7af398ac253,left-turn,30.25902,0.18347168
0f436a589699c767c63efc6f993fcefa,straight,0.50255895,0.08203125
0f4659cb60eb67782862440c2009806c,right-turn,34.988167,5.2211914
0f6bdce16941d76efd0e722f27be84d4,left-turn,176.2536,0.018554688
0f781b40dbfa470c4de513fdff575386,straight,2.5672636,2.090332
0fa02d086dfd52bffdb1d854fe1a110c,straight,0.40419847,0.017578125
0faa4a35951b9d9a544c43982763a273,straight,0.055351883,0.091796875
0fc3877ee1ae9fdc68b149700bddfb3f,right-turn,32.47302,1.9416504
0fdba2bcc19c78417afbeecfd950bccc,right-turn,30.29183,1.8084717
0fe905bcab227d1939f372e1d0badd4e,left-turn,30.368946,4.9868164
0ff2a0b677059090b41b8339292c4c3c,straight,0.9884674,0.8828125
0ff9ae47296712107b1d9d70ea1ca5be,right-turn,31.92424,2.1230469
100319677a54bfbac8b95afecfa306eb,straight,0.681021,0.05419922
1007ae340e2f4f70f7b769a24e27a51d,straight,0.92817837,0.2644043
1009cba2a5cbd1c5ba50a205588df404,lane-change-left,7.590526,2.574524
100e52a4dd9d375e62d116271bcba077,straight,1.138826,1.0605469
101037a906ebe1e66490c97543462813,straight,0.041377056,0.0030517578
10216a7573b320c7479ecbedd9bddc85,straight,0.3500275,0.01171875
103dc9084754b71ee5fd40168f1fe289,left-turn,31.10194,4.7453613
1047dcd462a066534ea1f0745071c5f3,straight,3.1983573,0.23291016
10504facdf6447c5560d27f938640e62,lane-change-left,6.4120016,2.546875
106fda6d47094ecfb3572a165103e58f,lane-change-left,9.223671,2.5499268
10ed6676b902da9c0463f0e6a299ab6e,straight,0.044762317,0.00048828125
10fa32ccd61d791a8bd8b33fcae2189c,right-turn,30.998375,2.4648438
1197093242c6d610cc8349db6fcad5ab,straight,0.18018985,0.010498047
12164eac3d4d7f4e5b189b40275bdb4c,lane-change-right,11.247988,6.0180664
122caf776cc84da9212da9adec268a81,left-turn,31.087004,3.4814453
12340aa2af048e9ad8e080dc1ba6ed16,right-turn,31.520918,1.6289062
12663770f0360a2c0eb58225aea2d508,straight,1.2404494,0.3095703
12b43975d5ee9b414e1d9f42eb4853ae,right-turn,31.72358,1.8344727
12fa8358106a226910cc181bbdd6527e,right-turn,85.69808,14.199219
133bcb0e21bff4b1eadc6ac6f9a1a2d0,lane-change-left,5.351892,2.5009766
1377e90d8f93471565f05275c2977bce,left-turn,32.475468,3.1152344
138efd1466bd62f96844133e6036d252,straight,0.06409029,0.068847656
13a5527455f4e4a6bf8850188a5fac35,lane-change-left,6.685052,2.5766602
13f333c93516c300ba595f8b1f0c6cde,left-turn,73.223656,19.399414
143a2137dcdd1321600ca7e53515e17c,straight,1.1062868,0.9326172
146e7868f8cbeb04642fb2ddae19d5cd,left-turn,30.688452,1.5666504
148023fc437f474120fae06b1e35d6d6,right-turn,30.800947,2.418213
14c7e1fff8a921e9afb6fb37ca523aac,left-turn,30.201803,1.4472656
14d0a131a3a763bf8427d8da1a3be99b,straight,2.0240304,0.48632812
14f0bc6e5e44d533062cb530a04c359a,lane-change-left,4.7444506,3.1582031
1524c4e9c5042381c5c9b5f57f5168bc,right-turn,31.46342,1.3774414
1526ef0170494ac205fa6c1444f4a007,straight,0.07820925,0.012207031
1547f51d1ae311e2950ab0419b7c44e0,left-turn,53.75432,8.423279
15705ac06ef6d08d9e7a3ed96eba845b,straight,0.06070199,0.2512207
1598bb20a14310904c47a379f7d8e31f,straight,12.185843,0.37060547
15fbc8d29c7874eceef3710d8da455a1,straight,0.43249193,0.018676758
160b07ad7af32d3388baf4a0ba405937,lane-change-right,2.1948783,2.5283203
1694ed7e928a65c946477c15ef08caab,straight,2.649333,0.53515625
16b4eef5d7a47892e2342e6a83f5929f,lane-change-right,3.3534033,2.5195312
174e64be320017d1895f82391434dce1,right-turn,30.015162,11.045166
1757fd3eb6af59906669f8bcba13504c,straight,0.030258324,0.005859375
175efb9dc564dc20b677dc20eb4eab57,left-turn,30.181221,3.1293945
1761505e0c51287b3bac1d8b88a34a0c,lane-change-right,6.443181,4.928589
1778eaef28ee315648f99c9bd57f335f,lane-change-left,1.7714589,3.0514107
17f7af7110c6b393b4f477b4591beaaa,left-turn,32.545948,2.459961
1804ae265b7401e75becf5d2a8ba00de,left-turn,31.147738,4.8432617
1812536b3fda9a8a8ab7f6e8fb1c7fda,lane-change-left,3.0196838,2.5611572
18c0ae126c6652d0ba9e03dbc2043046,straight,0.19912796,0.052490234
18cd65b815d003889eb9598270825d9e,lane-change-right,4.972493,2.5507812
1902b2eddb83a40e264d3c72d2ee5861,straight,0.24121885,0.055664062
19053d854e5b90120e2817f43b50ac6d,straight,0.26238492,0.13183594
191ed6f62a0f4d1c23107f8f4939f153,straight,0.21427725,0.037231445
196e71cfec9ae702734c7fda930e7900,right-turn,30.586723,1.9155273
1970cd837e32cfe066096766ad569cf1,straight,0.07462721,0.016601562
198ad837b966ee6aa94040711775ce5d,right-turn,30.514507,1.9914551
19ab09823c6199e240dc0b8a0d9e77e6,straight,0.055214047,0.0078125
19c5b969e3642e154aba49123647fbcd,lane-change-right,0.9664919,3.7806396
1a0d9acd38dca8acd1b70f89a61bd2c5,right-turn,31.386923,1.6938477
1a7fc894c7a149d01cc35f977c8c2f15,straight,0.25392893,0.068359375
1a83990d75dfae47d52f0dfb029ac7ed,straight,0.06782037,0.009643555
1ab9a2ce575019750c83ea71a7124f78,left-turn,89.555855,3.8728027
1ad9342e6b49313e3985a28a0e642756,lane-change-right,10.3463125,2.5154722
1b1cab624824b4192fb2e660b711c0b3,straight,0.32725295,0.07324219
1b29aff02fa8db7837650e6b38358e13,lane-change-right,8.351183,2.5449219
1b633bce0a073f7dcb362c26285ee3e0,left-turn,30.22647,2.1452637
1bd1ad820a990c950cef9aaf2f68c843,right-turn,30.719276,6.899414
1bd3594ddcb2811c355c00db569327f8,right-turn,30.904572,1.605957
1c39c319d36a7033ad4ed58706c525a9,straight,5.0969934,0.07092285
1c3d50949247baa54eae139fdddb9c53,straight,0.978316,1.40625
1c494b573583a053542f4c238c3b11a1,lane-change-right,7.7385793,2.5867157
1c5cfc499913e9d56319442eec1a5233,right-turn,30.69175,2.0310059
1c5fb2c33eab29d9f262ab6a85e9caa2,straight,0.37231782,0.57141113
1c75a0843c4e17549d300985ca5c2d58,lane-change-left,9.540423,2.598877
1c78fa0e898230edb35e8d32eddf0b5b,left-turn,31.275244,2.6782227
1c80c8afdcdd472b6ca11bc44f0f370c,straight,2.4444802,1.2734375
1c986a4862f9bf107730d5637e178f84,straight,1.479865,0.90527344
1cb97f09982ee9a98cbb7755d917d71c,lane-change-left,4.715593,2.5107422
1cc0640e7c09665c196b5ba05ecdba6e,lane-change-left,7.4492626,2.5577393
1cedf70d27f8efaa2881587849d7134a,left-turn,30.365767,4.151367
1cfa05b3a650cb7d9ac39219d7df121d,straight,2.2455204,0.47577286
1d07df2803619c286b72b65039cef95d,lane-change-left,3.2722402,2.5524292
1d3625f54dfa3fd2b5ca90718dce0500,right-turn,31.901907,1.145813
1d3ef1b55232db82707cac69547c65ff,straight,0.23896584,0.006111145
1d732e8e41368d7dcf7daf5d8e8db245,left-turn,30.232561,1.2871094
1d75e15fc832adc6270dfbbe4b29f24b,left-turn,68.647316,19.788513
1d7c0f5b0a95b13950c8c9e66cd3f546,right-turn,31.120472,2.3120117
1d8e71407010d3766aa09112e4f8641b,left-turn,63.030846,5.1124268
1dc0dd10757270c34b550f09a383c5f4,lane-change-left,17.017136,11.272461
1dc6cd2a5c5e8e6571525fa142887b75,straight,0.4120672,0.005126953
1e01239e26ca34d4c0ba03610ccaf239,right-turn,42.673164,3.3845215
1e1643a9949f9a01bda8857b332284c2,lane-change-right,8.162329,2.5490417
1e202a92836b0fb03d52a424af821142,left-turn,31.619125,2.1054688
1e3013f651dd1f10c92e061153c56f29,right-turn,31.671131,2.2099304
1e5add3bbbc958089e3dc733978eb900,straight,0.45867562,0.011689901
1e6e79f716fa15cabf683caa5ee4e9cf,lane-change-left,2.561825,2.5536842
1e6ec4bc4ada213c5993bd94b37a75c3,straight,0.93166274,0.010253906
1e92a0d8ed3c16d6f18b2ae168804ea2,left-turn,32.70283,2.0836182
1ef64de69cd77d33bb1a394ac1a8856c,straight,0.10272689,0.0859375
1f0a3239a30e49f83c8c984fcd27a733,left-turn,30.487814,2.3041992
1f3f1dfb3fd6cb2bb2b26a7b2b7ea347,left-turn,52.55069,7.411133
1f734e64cd6d2dd72a8ff9690b63778b,right-turn,81.1493,13.31686
1f7f4068cc7ffb9669474e41d1d95131,lane-change-right,20.838354,2.5029297
1f8ab676f3dbc2fc091d8534e59c8a53,right-turn,31.298573,0.9760742
1f9b7592919fd6f3c8c420c713b063c8,straight,0.55354923,0.40820312
1fc2862de678ec89fa7f9b3ce1e5451b,straight,0.48649782,0.47784424
1fd95cde80bbc8f313fd2016e6cbf38b,straight,0.6632633,0.15991211
1fed79ef71913bf478caf28ba1251b07,straight,0.15448336,0.087402344
202351a6d1b75b1d29882b3df1dc9e70,straight,0.5365648,0.40429688
203edf7e1f4a845dba5e094283bc619c,right-turn,31.617945,0.12890625
2043417c3c6d05961f7aac8e886fe8ef,left-turn,30.842321,2.9232178
204b70da5bbc95d494143096c2cde598,lane-change-right,2.4978788,2.5683594
2052ea465cf9717bd1bb97b2f03c6e3c,straight,0.88779134,0.17138672
207e3be24f885e0cce1ec7ab5a143fda,straight,0.537492,0.001953125
209bab47770806622b4928107487fbc3,right-turn,30.404312,1.6989746
20b9eb9f36d6d6f4764e0b8bc5488909,right-turn,30.80633,5.4433594
20d3de4bb2bf30448705aea8a8cf0c46,right-turn,69.46314,19.8833
20d9de1f612c91da0bd76a6ba7365940,lane-change-left,11.9317255,14.304199
20f42f93e826b5645764f5c93a9745ac,straight,0.4970494,0.1352539
20f86382c5432ee86370975279e0a635,lane-change-left,18.40936,2.6551514
20fb34b93a9451782c8ebcb043444a36,left-turn,31.35083,3.0024414
211d8a56f423918c49b838a544050064,straight,0.24534665,0.06933594
214541b5720cc9ff0efb4b6b4b87ce1e,straight,0.54198194,0.20605469
2154e6dd04c45ea04ecf9e166860c704,lane-change-right,20.950768,13.033691
2172e29e7d46d8281562f33376b2171a,right-turn,31.076843,0.5502014
21ac31137e2913f0228b9b6beca337e2,right-turn,30.297832,2.255371
21d1601bc523e911999b2e887df93966,straight,0.3287717,0.7130127
21df436af6acd0732d4f58c6b7c76c05,straight,1.1366814,0.97509766
21e0de9774e19d372b87c5479a1f5019,right-turn,71.45892,21.983154
21ea350a1c7627681357d34fdf1fa74f,left-turn,60.58081,6.4414062
22040b1b7ac11f8bc24ad03bbda6d394,left-turn,36.73334,1.8874512
220519d9def0935f6c3e4c467f97f424,lane-change-right,5.896123,2.6489258
2206bbf7ef0fb79b11fca43b2d3d139c,right-turn,33.349197,1.6601562
2216d416593c88d7126fc511bd340f45,left-turn,31.43977,1.7133789
22489222a75a5d9babceadcd5209f9fa,right-turn,31.86447,2.2351074
2267328650d42a2ad8ed7fb162512c15,left-turn,31.799118,2.225586
2271bd89022361baae188614d7c98d21,lane-change-left,2.793531,2.5292969
22885eedb416430463d358cb6af67f02,lane-change-left,11.332702,2.5214844
2299640ad1404420aae953c4a4473946,straight,1.1818837,0.1003418
22f8068e5d8350f9852ac1e637e41c09,left-turn,58.76826,11.311279
2309be55d6d08e8d7ee28b702dcb2050,left-turn,31.826664,1.2490234
2310c70858fbfedec4e126e1ac06f4b6,straight,1.1102867,0.1977539
23144ff88cc96b7622b5f47ed542b51c,straight,3.4135523,0.4616089
231ed0d2293cca0fff8fa17bf6024e88,lane-change-left,4.349882,5.105896
2346c426dda7893ca2973ca49a126bb3,lane-change-right,11.812438,2.6796875
2357fa0df9e84b61a1fbe8e6c80efee9,straight,5.1052966,0.45507812
236c2807178ac2c97b32b8a7c3a82f3a,left-turn,30.135275,2.317871
237823c728e1c321a5579e8ca770d6fb,right-turn,30.386927,2.1260986
2381518f9fb9172740ca489fca44761e,straight,0.6323919,0.048828125
23b11b2f984db5917006696416634adf,left-turn,31.160349,3.4423828
23f709721e947abbce80b1f972ae2e34,right-turn,30.252808,2.912918
2453fa3b055c1fe5b06555e1efb66afa,straight,0.7791728,0.06188965
2477ae9cb3381dca2828b3aa9fb74e7a,left-turn,32.68803,2.4345703
248dd549a29a7e3bde91b4a95d0db0b4,right-turn,32.657337,2.5957031
24d0ec2dd208afe6cba23c30c4939c20,lane-change-right,3.6663556,2.637329
24ec0f65eb9621e7b72bc96bedac4176,lane-change-right,8.978944,2.5410156
25247b4f76114340220f0152999e1beb,straight,2.1350873,0.35620117
259811fdb7f77fde856981c665e0b17c,left-turn,31.110186,1.609375
259c6bd1af780891fe7655e69617b81a,straight,0.8503837,0.5202637
25a99370eafcc664fb95f0707dfe88bb,lane-change-right,3.1521146,2.5136719
25d0331c09ff4d9c0e5a44030406910a,lane-change-right,5.7673445,2.5247803
2621ae1e40eae7e331aa3aa4cc647ca3,lane-change-right,7.1949215,2.9055176
2640f9488737de42bd020ffa712c4e56,left-turn,30.414936,2.2609558
269c1f34e1a6c83a80e0f85244b31656,straight,5.6357837,0.6147461
26a4a9500ca60380340fe1580b40198a,right-turn,30.695322,1.40625
26a537f685e2e6ab411c855043991b3d,straight,0.72250324,0.3852539
26b1e4113bae6cc8efdb414d347d7c51,right-turn,31.252413,1.6054688
26b533b56f48d9c17b8c9e5977ae0336,straight,0.6097273,0.052734375
26c27b746c3ee0d1a76e04f8138fea3e,right-turn,30.29953,1.8919373
26d851f81f71db1975fe91ee303b3e2f,left-turn,40.057194,18.900635
26f3528e7e5e9500515f45fd32bde670,straight,0.9074277,1.1899414
271066d75dc73da3280e37021aa61fb9,left-turn,31.307602,2.7635498
2738dbf13830026f883946e16a04338f,straight,0.10165259,0.005859375
274b8d3f06830d13f84d2f2b4e276f42,straight,0.8623118,0.25598145
276512cd80c65fed48986b6a892b672e,left-turn,76.194115,18.04004
2766004f867c306d95eac05d9b70fefb,straight,0.43862003,0.0126953125
27729c149f08557d0bee5443ecf91e54,left-turn,30.666306,2.4802246
27c2641b6ae8209b1e6d40bd23e61d5e,right-turn,30.537918,1.7810059
2807b24fc6d3a792ae32f4590ae09698,right-turn,32.810463,1.796875
281ab886459d1ea27915347cdccc3192,left-turn,30.83899,2.5019531
282f018e914e96fa3336d75ef304b750,straight,0.13073742,0.0087890625
28db9cd6c222b1e25fc4665d41bb01ee,left-turn,30.88247,1.9433594
28e5ed641cf8cedb115607af063c0bae,straight,0.4525975,0.015136719
28e799231b9458c962ef805ec5626dde,right-turn,32.7186,2.1342773
2919bc133b16ce87d6899fc351feb8fa,straight,0.4057319,0.015380859
29595e6da9c295852ce15eaee787fb9a,straight,0.2549289,0.006713867
29769d067532845c707ff78a86f55d13,straight,0.3360697,0.010437012
2977e07f20cd30de8a2359a5ace8cfd8,straight,0.29900977,0.088134766
29b5ee33fef6239e703a27e765a92d8a,lane-change-left,4.4770474,2.5327148
29db47fb69617c02d44f2b858151cd09,straight,0.49146575,0.4140625
29e71576e5a836b014807ca3b071860e,straight,1.9379839,0.19042969
2a0c07c15a1e83b4851fc3c9359797bf,lane-change-left,3.4795547,2.5585938
2a0fd82f0b561ea9f4177a6719df11e6,lane-change-right,4.9396625,2.6557617
2a3a47579431312cec081bb1fc0f03b3,left-turn,30.314594,2.1383057
2a4a7b4003ae7bbf94a96eb561e7ead8,right-turn,61.47506,13.886658
2a5310a767721eb2e05e074cf03ec77e,straight,0.6807106,0.015625
2ab86eec6b8ffac329baa5f0077e396e,right-turn,31.30231,2.5377197
2ad9c461939968b8732f6666dd15b927,lane-change-left,16.130997,2.630371
2b2d91fe63810138d0f595e47c43de9a,lane-change-left,13.110607,2.5318604
2b492f2f2e75da8551d2ea1c6dcfee16,lane-change-left,9.042441,2.6296387
2b75e328cf24ada5df567344b03b346a,lane-change-left,12.568469,2.6870117
2b8dba354d1de74eea717baf3f7ab8f5,lane-change-left,13.054349,12.387451
2b9682854a8be54819ec219c4091cea9,right-turn,30.31026,1.3739014
2ba01032ca35dfbf69f80a2b07d13910,right-turn,30.175621,1.1113281
2bac7d1320ed2a3af74f3f2febe5e310,straight,0.062879585,0.020629883
2bcd5e8b34840d58625026bca0e3b1fc,straight,3.090959,0.6484375
2bd56ad18f3aa9e1c12d0637c5841b78,straight,0.35345945,0.048339844
2be138e5e95d41d3b28503df943ad05f,straight,0.08196775,0.18945312
2be37a03c653b55bf6db7e0701313015,straight,0.67507726,0.27734375
2c0ce31b65b6f0a892fcdf9f7b4d243c,lane-change-left,4.186532,2.5092773
2c7b8af36bf729f5ba07b726ccd39d3f,right-turn,31.309711,0.7458954
2c85fffb4f6aa61fc407b08fac1d5f23,lane-change-left,8.643956,10.483398
2ce17b90ec5e16ae7345859eb8f9961d,lane-change-right,8.581241,2.536621
2d4034896aba1834da92d93e3ab4ad3c,lane-change-right,5.833735,2.5551758
2d87ecfaa58c09cc9a101a8a75f67cc4,right-turn,65.64482,5.630493
2dbc566c1eac3d661b78f299a9c5727b,left-turn,38.44104,20.922852
2dc3094a97874c342deb2ee0dd7878cb,left-turn,30.279877,1.392456
2dd7194b1086369b60bd803be3a5e218,straight,0.28832087,0.025939941
2dd7d6b93ef3612d3d46330046cba31b,lane-change-right,8.431382,2.5861816
2deffdfaab6ed7ae05d186341c3306b8,lane-change-right,3.7936532,2.5495605
2df2b6f1723718028d41345a9aed4ca4,straight,1.6836829,0.45739746
2e6afee0ca92865fb6c62a70ebb9b585,straight,1.1664822,0.3918457
2e85208e9450e97ffc7ef71879691295,straight,0.3395359,0.28222656
2e8e82bb03417bb953b44e1e345447a5,left-turn,77.41695,7.17334
2e9a8a05bbe6ef1e53fc140d875c0500,straight,0.063789256,0.08300781
2e9c18b832f91f2cc04e6856cb664d1c,right-turn,31.61763,3.2471313
2eaeb71750209bd465b300c6b9d6f4c7,right-turn,31.276749,3.543213
2eb33d56475b01c9bb9c8dc640009f1a,straight,0.25519198,0.6035156
2f3a8f019bbb8b48e8e46c6f7bcca3fd,right-turn,30.711327,1.6069336
2f4fbf5d5b06636a6ed5ccd994bd6158,straight,0.31116864,0.07055664
