sequence_id,frame_id,npz_filename,filepath,day_night,first_frame_id,first_frame_brightness_score,scenario_cluster
0081c482170156ee7aedf36157d4ff21,51,0081c482170156ee7aedf36157d4ff21_51.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_51.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,52,0081c482170156ee7aedf36157d4ff21_52.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_52.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,53,0081c482170156ee7aedf36157d4ff21_53.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_53.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,54,0081c482170156ee7aedf36157d4ff21_54.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_54.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,55,0081c482170156ee7aedf36157d4ff21_55.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_55.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,56,0081c482170156ee7aedf36157d4ff21_56.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_56.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,57,0081c482170156ee7aedf36157d4ff21_57.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_57.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,58,0081c482170156ee7aedf36157d4ff21_58.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_58.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,59,0081c482170156ee7aedf36157d4ff21_59.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_59.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,60,0081c482170156ee7aedf36157d4ff21_60.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_60.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,61,0081c482170156ee7aedf36157d4ff21_61.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_61.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,62,0081c482170156ee7aedf36157d4ff21_62.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_62.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,63,0081c482170156ee7aedf36157d4ff21_63.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_63.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,64,0081c482170156ee7aedf36157d4ff21_64.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_64.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,65,0081c482170156ee7aedf36157d4ff21_65.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_65.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,66,0081c482170156ee7aedf36157d4ff21_66.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_66.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,67,0081c482170156ee7aedf36157d4ff21_67.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_67.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,68,0081c482170156ee7aedf36157d4ff21_68.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_68.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,69,0081c482170156ee7aedf36157d4ff21_69.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_69.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,70,0081c482170156ee7aedf36157d4ff21_70.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_70.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,71,0081c482170156ee7aedf36157d4ff21_71.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_71.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,72,0081c482170156ee7aedf36157d4ff21_72.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_72.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,73,0081c482170156ee7aedf36157d4ff21_73.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_73.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,74,0081c482170156ee7aedf36157d4ff21_74.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_74.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,75,0081c482170156ee7aedf36157d4ff21_75.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_75.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,76,0081c482170156ee7aedf36157d4ff21_76.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_76.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,77,0081c482170156ee7aedf36157d4ff21_77.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_77.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,78,0081c482170156ee7aedf36157d4ff21_78.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_78.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,79,0081c482170156ee7aedf36157d4ff21_79.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_79.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,80,0081c482170156ee7aedf36157d4ff21_80.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_80.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,81,0081c482170156ee7aedf36157d4ff21_81.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_81.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,82,0081c482170156ee7aedf36157d4ff21_82.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_82.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,83,0081c482170156ee7aedf36157d4ff21_83.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_83.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,84,0081c482170156ee7aedf36157d4ff21_84.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_84.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,85,0081c482170156ee7aedf36157d4ff21_85.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_85.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,86,0081c482170156ee7aedf36157d4ff21_86.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_86.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,87,0081c482170156ee7aedf36157d4ff21_87.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_87.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,88,0081c482170156ee7aedf36157d4ff21_88.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_88.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,89,0081c482170156ee7aedf36157d4ff21_89.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_89.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,90,0081c482170156ee7aedf36157d4ff21_90.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_90.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,91,0081c482170156ee7aedf36157d4ff21_91.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_91.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,92,0081c482170156ee7aedf36157d4ff21_92.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_92.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,93,0081c482170156ee7aedf36157d4ff21_93.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_93.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,94,0081c482170156ee7aedf36157d4ff21_94.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_94.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,95,0081c482170156ee7aedf36157d4ff21_95.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_95.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,96,0081c482170156ee7aedf36157d4ff21_96.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_96.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,97,0081c482170156ee7aedf36157d4ff21_97.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_97.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,98,0081c482170156ee7aedf36157d4ff21_98.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_98.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,99,0081c482170156ee7aedf36157d4ff21_99.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_99.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,100,0081c482170156ee7aedf36157d4ff21_100.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_100.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,101,0081c482170156ee7aedf36157d4ff21_101.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_101.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,102,0081c482170156ee7aedf36157d4ff21_102.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_102.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,103,0081c482170156ee7aedf36157d4ff21_103.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_103.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,104,0081c482170156ee7aedf36157d4ff21_104.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_104.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,105,0081c482170156ee7aedf36157d4ff21_105.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_105.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,106,0081c482170156ee7aedf36157d4ff21_106.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_106.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,107,0081c482170156ee7aedf36157d4ff21_107.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_107.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,108,0081c482170156ee7aedf36157d4ff21_108.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_108.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,109,0081c482170156ee7aedf36157d4ff21_109.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_109.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,110,0081c482170156ee7aedf36157d4ff21_110.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_110.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,111,0081c482170156ee7aedf36157d4ff21_111.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_111.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,112,0081c482170156ee7aedf36157d4ff21_112.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_112.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,113,0081c482170156ee7aedf36157d4ff21_113.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_113.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,114,0081c482170156ee7aedf36157d4ff21_114.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_114.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,115,0081c482170156ee7aedf36157d4ff21_115.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_115.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,116,0081c482170156ee7aedf36157d4ff21_116.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_116.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,117,0081c482170156ee7aedf36157d4ff21_117.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_117.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,118,0081c482170156ee7aedf36157d4ff21_118.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_118.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,119,0081c482170156ee7aedf36157d4ff21_119.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_119.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,120,0081c482170156ee7aedf36157d4ff21_120.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_120.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,121,0081c482170156ee7aedf36157d4ff21_121.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_121.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,122,0081c482170156ee7aedf36157d4ff21_122.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_122.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,123,0081c482170156ee7aedf36157d4ff21_123.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_123.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,124,0081c482170156ee7aedf36157d4ff21_124.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_124.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,125,0081c482170156ee7aedf36157d4ff21_125.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_125.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,126,0081c482170156ee7aedf36157d4ff21_126.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_126.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,127,0081c482170156ee7aedf36157d4ff21_127.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_127.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,128,0081c482170156ee7aedf36157d4ff21_128.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_128.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,129,0081c482170156ee7aedf36157d4ff21_129.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_129.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,130,0081c482170156ee7aedf36157d4ff21_130.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_130.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,131,0081c482170156ee7aedf36157d4ff21_131.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_131.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,132,0081c482170156ee7aedf36157d4ff21_132.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_132.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,133,0081c482170156ee7aedf36157d4ff21_133.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_133.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,134,0081c482170156ee7aedf36157d4ff21_134.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_134.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,135,0081c482170156ee7aedf36157d4ff21_135.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_135.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,136,0081c482170156ee7aedf36157d4ff21_136.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_136.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,137,0081c482170156ee7aedf36157d4ff21_137.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_137.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,138,0081c482170156ee7aedf36157d4ff21_138.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_138.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,139,0081c482170156ee7aedf36157d4ff21_139.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_139.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,140,0081c482170156ee7aedf36157d4ff21_140.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_140.npz,day,9,0.8614062,Intersections
0081c482170156ee7aedf36157d4ff21,141,0081c482170156ee7aedf36157d4ff21_141.npz,..\data\processed\waymo_e2e\val\0081c482170156ee7aedf36157d4ff21_141.npz,day,9,0.8614062,Intersections
