sequence_id,label,day_night,first_frame_brightness_score
0bec10cd3bb1618595b13440948602ad,lane-change-right,day,0.8348329663276672
0bffa59f2a5d4141f6ea1a34d4bd029e,straight,day,0.6517940759658813
0c48b1491f151d6460b4e565a7e3deef,lane-change-left,day,0.5893813371658325
0c7a4d13870e35461a22112db12d425b,left-turn,day,0.7554490566253662
0ca277981df684ccbd640b318348ad9e,straight,night,0.15217140316963196
0ccbcc47f5d0920f6918be5b7148e05c,straight,day,0.829335629940033
0cd0152d77c319639de4da3d6ffd3ab5,lane-change-right,day,0.6582270264625549
0cfd11bbd1e1e85c0962e7dc1e7c307c,straight,night,0.07048942893743515
0d070f368c421acfe849400e7fb15038,left-turn,day,0.9719668030738831
0d181081817683e5b95c9dc08ad8b064,straight,day,0.4028654396533966
0d2c9f2db36834c3574331cf181f7d76,straight,night,0.035146456211805344
0d3c12a8a1ab7c29cfe9ddffcfe28551,right-turn,day,0.7223050594329834
0d44fab3771e008b72f02651159a657f,right-turn,day,0.6460240483283997
0d5eddcaf8f134705cd2edf027af239b,right-turn,day,0.6369995474815369
0d9d56782714f2a3f411a79a69631d32,right-turn,day,0.4805244505405426
0db6f57c4c0a0592d2ba7616cc177acd,left-turn,day,0.625216007232666
0de6fc5f7806174865415b024ff53dee,right-turn,day,0.649715781211853
0debfe98b7d0c1bf95e1da39245fa525,straight,day,0.8463926911354065
0df79613c3e4e81b6f5fa566f32b5c24,right-turn,night,0.054451748728752136
0e131aa012965758190cf4ffb7f55203,straight,day,0.9212926030158997
0e2370d987dc17db08d20392ba179388,straight,day,0.6689795255661011
0e56ffb2ad3a3487d294e2eac09ade11,lane-change-left,night,0.04398882016539574
0e69043c6d9a6ae5570362335af687b1,straight,night,0.04358242452144623
0e705b208e3a6c0f0be042f89fc071d9,straight,day,0.7489967346191406
0ea1fd5ec542ce5d980796ad13a769c7,left-turn,day,0.8656553030014038
0ea2bf041f84948fe577815f8c67bc55,straight,night,0.050073329359292984
0eaf6f08eb7b83df35994a057433b60f,straight,night,0.07035797089338303
0ec2897349e43bc659c6b0f8c2203c0e,left-turn,day,0.42291459441185
0eceeb4ab56cad84d824c1d7ac962990,straight,day,0.7976900935173035
0ecf80a1ddbc850ee1c32bfcbb503c4c,lane-change-left,night,0.05432761460542679
0f39287c13adc2fd42f0d7af398ac253,left-turn,night,0.05738421157002449
0f436a589699c767c63efc6f993fcefa,straight,night,0.04382608085870743
0f4659cb60eb67782862440c2009806c,right-turn,night,0.23444129526615143
0f6bdce16941d76efd0e722f27be84d4,left-turn,night,0.03877078741788864
0f781b40dbfa470c4de513fdff575386,straight,day,0.7331836223602295
0fa02d086dfd52bffdb1d854fe1a110c,straight,night,0.06814916431903839
0faa4a35951b9d9a544c43982763a273,straight,day,0.7394919991493225
0fc3877ee1ae9fdc68b149700bddfb3f,right-turn,night,0.0361039899289608
0fdba2bcc19c78417afbeecfd950bccc,right-turn,day,0.6240288615226746
0fe905bcab227d1939f372e1d0badd4e,left-turn,day,0.7432141900062561
0ff2a0b677059090b41b8339292c4c3c,straight,day,0.48297879099845886
0ff9ae47296712107b1d9d70ea1ca5be,right-turn,day,0.7785810828208923
100319677a54bfbac8b95afecfa306eb,straight,day,0.8353172540664673
1007ae340e2f4f70f7b769a24e27a51d,straight,day,0.8363692164421082
1009cba2a5cbd1c5ba50a205588df404,lane-change-left,night,0.054012611508369446
100e52a4dd9d375e62d116271bcba077,straight,night,0.07199455052614212
101037a906ebe1e66490c97543462813,straight,day,0.5101175308227539
10216a7573b320c7479ecbedd9bddc85,straight,day,0.6101603507995605
103dc9084754b71ee5fd40168f1fe289,left-turn,night,0.049636535346508026
1047dcd462a066534ea1f0745071c5f3,straight,day,0.7359161972999573
10504facdf6447c5560d27f938640e62,lane-change-left,day,0.523476779460907
106fda6d47094ecfb3572a165103e58f,lane-change-left,night,0.04962041974067688
10ed6676b902da9c0463f0e6a299ab6e,straight,day,0.7544589042663574
10fa32ccd61d791a8bd8b33fcae2189c,right-turn,day,0.8034818172454834
1197093242c6d610cc8349db6fcad5ab,straight,day,0.47444894909858704
12164eac3d4d7f4e5b189b40275bdb4c,lane-change-right,night,0.07917194813489914
122caf776cc84da9212da9adec268a81,left-turn,day,0.6607740521430969
12340aa2af048e9ad8e080dc1ba6ed16,right-turn,night,0.03051098808646202
12663770f0360a2c0eb58225aea2d508,straight,night,0.045043427497148514
12b43975d5ee9b414e1d9f42eb4853ae,right-turn,night,0.05549759417772293
12fa8358106a226910cc181bbdd6527e,right-turn,night,0.13788442313671112
133bcb0e21bff4b1eadc6ac6f9a1a2d0,lane-change-left,day,0.740386962890625
1377e90d8f93471565f05275c2977bce,left-turn,day,0.69867342710495
138efd1466bd62f96844133e6036d252,straight,day,0.6912041902542114
13a5527455f4e4a6bf8850188a5fac35,lane-change-left,day,0.8672001957893372
13f333c93516c300ba595f8b1f0c6cde,left-turn,day,0.5424840450286865
143a2137dcdd1321600ca7e53515e17c,straight,day,0.8202716708183289
146e7868f8cbeb04642fb2ddae19d5cd,left-turn,night,0.04637790471315384
148023fc437f474120fae06b1e35d6d6,right-turn,day,0.5199874639511108
14c7e1fff8a921e9afb6fb37ca523aac,left-turn,day,0.6313838958740234
14d0a131a3a763bf8427d8da1a3be99b,straight,day,0.6075026988983154
14f0bc6e5e44d533062cb530a04c359a,lane-change-left,day,0.9349303841590881
1524c4e9c5042381c5c9b5f57f5168bc,right-turn,night,0.05000333860516548
1526ef0170494ac205fa6c1444f4a007,straight,day,0.6905667781829834
1547f51d1ae311e2950ab0419b7c44e0,left-turn,day,0.8224243521690369
15705ac06ef6d08d9e7a3ed96eba845b,straight,day,0.47191834449768066
1598bb20a14310904c47a379f7d8e31f,straight,day,0.5598539113998413
15fbc8d29c7874eceef3710d8da455a1,straight,day,0.7853987216949463
160b07ad7af32d3388baf4a0ba405937,lane-change-right,day,0.7380630373954773
1694ed7e928a65c946477c15ef08caab,straight,day,0.5244922637939453
16b4eef5d7a47892e2342e6a83f5929f,lane-change-right,day,0.6942586302757263
174e64be320017d1895f82391434dce1,right-turn,day,0.8878946304321289
1757fd3eb6af59906669f8bcba13504c,straight,day,0.8192098736763
175efb9dc564dc20b677dc20eb4eab57,left-turn,day,0.6008647084236145
1761505e0c51287b3bac1d8b88a34a0c,lane-change-right,night,0.04104628413915634
1778eaef28ee315648f99c9bd57f335f,lane-change-left,night,0.04329385980963707
17f7af7110c6b393b4f477b4591beaaa,left-turn,day,0.7360345721244812
1804ae265b7401e75becf5d2a8ba00de,left-turn,night,0.04061831533908844
1812536b3fda9a8a8ab7f6e8fb1c7fda,lane-change-left,day,0.8216214776039124
18c0ae126c6652d0ba9e03dbc2043046,straight,night,0.14278404414653778
18cd65b815d003889eb9598270825d9e,lane-change-right,night,0.04317802935838699
1902b2eddb83a40e264d3c72d2ee5861,straight,day,0.7757939696311951
19053d854e5b90120e2817f43b50ac6d,straight,day,0.6482480764389038
191ed6f62a0f4d1c23107f8f4939f153,straight,day,0.49678778648376465
196e71cfec9ae702734c7fda930e7900,right-turn,day,0.7722578644752502
1970cd837e32cfe066096766ad569cf1,straight,day,0.5009098052978516
198ad837b966ee6aa94040711775ce5d,right-turn,night,0.07510854303836823
19ab09823c6199e240dc0b8a0d9e77e6,straight,day,0.6367961168289185
19c5b969e3642e154aba49123647fbcd,lane-change-right,day,0.7364128828048706
1a0d9acd38dca8acd1b70f89a61bd2c5,right-turn,day,0.7855319380760193
1a7fc894c7a149d01cc35f977c8c2f15,straight,day,0.6432157158851624
1a83990d75dfae47d52f0dfb029ac7ed,straight,day,0.7234255075454712
1ab9a2ce575019750c83ea71a7124f78,left-turn,day,0.8595517873764038
1ad9342e6b49313e3985a28a0e642756,lane-change-right,night,0.15812948346138
1b1cab624824b4192fb2e660b711c0b3,straight,day,0.7052589654922485
1b29aff02fa8db7837650e6b38358e13,lane-change-right,day,0.6896228194236755
1b633bce0a073f7dcb362c26285ee3e0,left-turn,day,0.5608506798744202
1bd1ad820a990c950cef9aaf2f68c843,right-turn,day,0.5555026531219482
1bd3594ddcb2811c355c00db569327f8,right-turn,day,0.6281997561454773
1c39c319d36a7033ad4ed58706c525a9,straight,day,0.5974134206771851
1c3d50949247baa54eae139fdddb9c53,straight,day,0.6914171576499939
1c494b573583a053542f4c238c3b11a1,lane-change-right,day,0.5891193747520447
1c5cfc499913e9d56319442eec1a5233,right-turn,day,0.6153296232223511
1c5fb2c33eab29d9f262ab6a85e9caa2,straight,day,0.9410170316696167
1c75a0843c4e17549d300985ca5c2d58,lane-change-left,day,0.5562824606895447
1c78fa0e898230edb35e8d32eddf0b5b,left-turn,day,0.8793283104896545
1c80c8afdcdd472b6ca11bc44f0f370c,straight,day,0.7829621434211731
1c986a4862f9bf107730d5637e178f84,straight,day,0.7711732983589172
1cb97f09982ee9a98cbb7755d917d71c,lane-change-left,night,0.05002439022064209
1cc0640e7c09665c196b5ba05ecdba6e,lane-change-left,day,0.7920966148376465
1cedf70d27f8efaa2881587849d7134a,left-turn,night,0.061153680086135864
1cfa05b3a650cb7d9ac39219d7df121d,straight,day,0.786087155342102
1d07df2803619c286b72b65039cef95d,lane-change-left,day,0.8607906103134155
1d3625f54dfa3fd2b5ca90718dce0500,right-turn,day,0.8358328938484192
1d3ef1b55232db82707cac69547c65ff,straight,day,0.6805488467216492
1d732e8e41368d7dcf7daf5d8e8db245,left-turn,night,0.09885743260383606
1d75e15fc832adc6270dfbbe4b29f24b,left-turn,day,0.7220261096954346
1d7c0f5b0a95b13950c8c9e66cd3f546,right-turn,day,0.9151303768157959
1d8e71407010d3766aa09112e4f8641b,left-turn,day,0.5602089166641235
1dc0dd10757270c34b550f09a383c5f4,lane-change-left,day,0.6955122947692871
1dc6cd2a5c5e8e6571525fa142887b75,straight,night,0.03047756850719452
1e01239e26ca34d4c0ba03610ccaf239,right-turn,day,0.9625993371009827
1e1643a9949f9a01bda8857b332284c2,lane-change-right,day,0.67927485704422
1e202a92836b0fb03d52a424af821142,left-turn,day,0.9915430545806885
1e3013f651dd1f10c92e061153c56f29,right-turn,day,0.701033353805542
1e5add3bbbc958089e3dc733978eb900,straight,night,0.05352361500263214
1e6e79f716fa15cabf683caa5ee4e9cf,lane-change-left,day,0.7801365852355957
1e6ec4bc4ada213c5993bd94b37a75c3,straight,day,0.5726365447044373
1e92a0d8ed3c16d6f18b2ae168804ea2,left-turn,day,0.5798590779304504
1ef64de69cd77d33bb1a394ac1a8856c,straight,day,0.8506786227226257
1f0a3239a30e49f83c8c984fcd27a733,left-turn,night,0.03894568607211113
1f3f1dfb3fd6cb2bb2b26a7b2b7ea347,left-turn,day,0.8286809325218201
1f734e64cd6d2dd72a8ff9690b63778b,right-turn,day,0.6149365305900574
1f7f4068cc7ffb9669474e41d1d95131,lane-change-right,day,0.8499374985694885
1f8ab676f3dbc2fc091d8534e59c8a53,right-turn,night,0.03401202708482742
1f9b7592919fd6f3c8c420c713b063c8,straight,day,0.8001379370689392
1fc2862de678ec89fa7f9b3ce1e5451b,straight,day,0.5408766269683838
1fd95cde80bbc8f313fd2016e6cbf38b,straight,night,0.03327318653464317
1fed79ef71913bf478caf28ba1251b07,straight,day,0.7868059277534485
202351a6d1b75b1d29882b3df1dc9e70,straight,day,0.6517269611358643
203edf7e1f4a845dba5e094283bc619c,right-turn,day,0.6176584362983704
2043417c3c6d05961f7aac8e886fe8ef,left-turn,day,0.7069279551506042
204b70da5bbc95d494143096c2cde598,lane-change-right,night,0.25078079104423523
2052ea465cf9717bd1bb97b2f03c6e3c,straight,day,0.6417529582977295
207e3be24f885e0cce1ec7ab5a143fda,straight,day,0.7559340000152588
209bab47770806622b4928107487fbc3,right-turn,night,0.08085915446281433
20b9eb9f36d6d6f4764e0b8bc5488909,right-turn,day,0.9037209153175354
20d3de4bb2bf30448705aea8a8cf0c46,right-turn,day,0.6735680103302002
20d9de1f612c91da0bd76a6ba7365940,lane-change-left,day,0.841022253036499
20f42f93e826b5645764f5c93a9745ac,straight,day,0.8507405519485474
20f86382c5432ee86370975279e0a635,lane-change-left,day,0.6323306560516357
20fb34b93a9451782c8ebcb043444a36,left-turn,night,0.039531461894512177
211d8a56f423918c49b838a544050064,straight,night,0.05875558778643608
214541b5720cc9ff0efb4b6b4b87ce1e,straight,day,0.5875658988952637
2154e6dd04c45ea04ecf9e166860c704,lane-change-right,night,0.15407852828502655
2172e29e7d46d8281562f33376b2171a,right-turn,day,0.8790562748908997
21ac31137e2913f0228b9b6beca337e2,right-turn,day,0.8779072165489197
21d1601bc523e911999b2e887df93966,straight,night,0.03942831605672836
21df436af6acd0732d4f58c6b7c76c05,straight,night,0.03998645395040512
21e0de9774e19d372b87c5479a1f5019,right-turn,day,0.6271383166313171
21ea350a1c7627681357d34fdf1fa74f,left-turn,day,0.7782816886901855
22040b1b7ac11f8bc24ad03bbda6d394,left-turn,night,0.12869669497013092
220519d9def0935f6c3e4c467f97f424,lane-change-right,day,0.6811172962188721
2206bbf7ef0fb79b11fca43b2d3d139c,right-turn,night,0.03987709432840347
2216d416593c88d7126fc511bd340f45,left-turn,day,0.80849689245224
22489222a75a5d9babceadcd5209f9fa,right-turn,night,0.03644764423370361
2267328650d42a2ad8ed7fb162512c15,left-turn,day,0.7555010914802551
2271bd89022361baae188614d7c98d21,lane-change-left,day,0.9011914134025574
22885eedb416430463d358cb6af67f02,lane-change-left,day,0.84418785572052
2299640ad1404420aae953c4a4473946,straight,night,0.030825117602944374
22f8068e5d8350f9852ac1e637e41c09,left-turn,night,0.06272151321172714
2309be55d6d08e8d7ee28b702dcb2050,left-turn,day,0.6801491975784302
2310c70858fbfedec4e126e1ac06f4b6,straight,day,0.7548995614051819
23144ff88cc96b7622b5f47ed542b51c,straight,night,0.04591263085603714
231ed0d2293cca0fff8fa17bf6024e88,lane-change-left,day,0.8542708158493042
2346c426dda7893ca2973ca49a126bb3,lane-change-right,night,0.048729248344898224
2357fa0df9e84b61a1fbe8e6c80efee9,straight,night,0.11761199682950974
236c2807178ac2c97b32b8a7c3a82f3a,left-turn,day,0.7873197793960571
237823c728e1c321a5579e8ca770d6fb,right-turn,day,0.6644284129142761
2381518f9fb9172740ca489fca44761e,straight,night,0.06167728826403618
23b11b2f984db5917006696416634adf,left-turn,night,0.05522790551185608
23f709721e947abbce80b1f972ae2e34,right-turn,night,0.13993261754512787
2453fa3b055c1fe5b06555e1efb66afa,straight,night,0.06795798987150192
2477ae9cb3381dca2828b3aa9fb74e7a,left-turn,day,0.5833621025085449
248dd549a29a7e3bde91b4a95d0db0b4,right-turn,day,0.7700737118721008
24d0ec2dd208afe6cba23c30c4939c20,lane-change-right,day,0.8465543985366821
24ec0f65eb9621e7b72bc96bedac4176,lane-change-right,day,0.9440609812736511
25247b4f76114340220f0152999e1beb,straight,day,0.8589354157447815
259811fdb7f77fde856981c665e0b17c,left-turn,day,0.7118405103683472
259c6bd1af780891fe7655e69617b81a,straight,night,0.04811940714716911
25a99370eafcc664fb95f0707dfe88bb,lane-change-right,night,0.040777791291475296
25d0331c09ff4d9c0e5a44030406910a,lane-change-right,day,0.5656800866127014
2621ae1e40eae7e331aa3aa4cc647ca3,lane-change-right,day,0.6141790747642517
2640f9488737de42bd020ffa712c4e56,left-turn,day,0.558310329914093
269c1f34e1a6c83a80e0f85244b31656,straight,day,0.656165599822998
26a4a9500ca60380340fe1580b40198a,right-turn,day,0.8323776721954346
26a537f685e2e6ab411c855043991b3d,straight,day,0.6929840445518494
26b1e4113bae6cc8efdb414d347d7c51,right-turn,night,0.11816463619470596
26b533b56f48d9c17b8c9e5977ae0336,straight,night,0.09906481206417084
26c27b746c3ee0d1a76e04f8138fea3e,right-turn,day,0.6232821941375732
26d851f81f71db1975fe91ee303b3e2f,left-turn,day,0.8253376483917236
26f3528e7e5e9500515f45fd32bde670,straight,night,0.04359574243426323
271066d75dc73da3280e37021aa61fb9,left-turn,night,0.0336403027176857
2738dbf13830026f883946e16a04338f,straight,day,0.9501267075538635
274b8d3f06830d13f84d2f2b4e276f42,straight,day,0.6172823309898376
276512cd80c65fed48986b6a892b672e,left-turn,day,0.6989493370056152
2766004f867c306d95eac05d9b70fefb,straight,day,0.6928139328956604
27729c149f08557d0bee5443ecf91e54,left-turn,day,0.8157618045806885
27c2641b6ae8209b1e6d40bd23e61d5e,right-turn,night,0.05326536297798157
2807b24fc6d3a792ae32f4590ae09698,right-turn,day,0.9014217853546143
281ab886459d1ea27915347cdccc3192,left-turn,night,0.06283250451087952
282f018e914e96fa3336d75ef304b750,straight,day,0.7529653906822205
28db9cd6c222b1e25fc4665d41bb01ee,left-turn,day,0.9436699748039246
28e5ed641cf8cedb115607af063c0bae,straight,day,0.7596377730369568
28e799231b9458c962ef805ec5626dde,right-turn,night,0.04870443418622017
2919bc133b16ce87d6899fc351feb8fa,straight,night,0.04003379866480827
29595e6da9c295852ce15eaee787fb9a,straight,day,0.8406558036804199
29769d067532845c707ff78a86f55d13,straight,night,0.04222413897514343
2977e07f20cd30de8a2359a5ace8cfd8,straight,day,0.6759178042411804
29b5ee33fef6239e703a27e765a92d8a,lane-change-left,day,0.7208845615386963
29db47fb69617c02d44f2b858151cd09,straight,day,0.8231818675994873
29e71576e5a836b014807ca3b071860e,straight,day,0.7661078572273254
2a0c07c15a1e83b4851fc3c9359797bf,lane-change-left,night,0.035413358360528946
2a0fd82f0b561ea9f4177a6719df11e6,lane-change-right,night,0.03220736235380173
2a3a47579431312cec081bb1fc0f03b3,left-turn,night,0.048626672476530075
2a4a7b4003ae7bbf94a96eb561e7ead8,right-turn,night,0.03165380656719208
2a5310a767721eb2e05e074cf03ec77e,straight,day,0.4241185486316681
2ab86eec6b8ffac329baa5f0077e396e,right-turn,day,0.7224898934364319
2ad9c461939968b8732f6666dd15b927,lane-change-left,day,0.6811800599098206
2b2d91fe63810138d0f595e47c43de9a,lane-change-left,day,0.7013813853263855
2b492f2f2e75da8551d2ea1c6dcfee16,lane-change-left,day,0.4950152337551117
2b75e328cf24ada5df567344b03b346a,lane-change-left,day,0.9021432995796204
2b8dba354d1de74eea717baf3f7ab8f5,lane-change-left,night,0.06565727293491364
2b9682854a8be54819ec219c4091cea9,right-turn,day,0.735469400882721
2ba01032ca35dfbf69f80a2b07d13910,right-turn,night,0.03073005937039852
2bac7d1320ed2a3af74f3f2febe5e310,straight,day,0.7225214838981628
2bcd5e8b34840d58625026bca0e3b1fc,straight,day,0.9425583481788635
2bd56ad18f3aa9e1c12d0637c5841b78,straight,day,0.7197162508964539
2be138e5e95d41d3b28503df943ad05f,straight,day,0.5471867918968201
2be37a03c653b55bf6db7e0701313015,straight,night,0.14139600098133087
2c0ce31b65b6f0a892fcdf9f7b4d243c,lane-change-left,day,0.7321813702583313
2c7b8af36bf729f5ba07b726ccd39d3f,right-turn,night,0.05346313491463661
2c85fffb4f6aa61fc407b08fac1d5f23,lane-change-left,day,0.9250075221061707
2ce17b90ec5e16ae7345859eb8f9961d,lane-change-right,night,0.034604936838150024
2d4034896aba1834da92d93e3ab4ad3c,lane-change-right,day,0.8167352080345154
2d87ecfaa58c09cc9a101a8a75f67cc4,right-turn,day,0.6537402272224426
2dbc566c1eac3d661b78f299a9c5727b,left-turn,night,0.06725120544433594
2dc3094a97874c342deb2ee0dd7878cb,left-turn,day,0.7703529596328735
2dd7194b1086369b60bd803be3a5e218,straight,day,0.6515300869941711
2dd7d6b93ef3612d3d46330046cba31b,lane-change-right,night,0.044870369136333466
2deffdfaab6ed7ae05d186341c3306b8,lane-change-right,day,0.4962306618690491
2df2b6f1723718028d41345a9aed4ca4,straight,day,0.6274896264076233
2e6afee0ca92865fb6c62a70ebb9b585,straight,night,0.045657869428396225
2e85208e9450e97ffc7ef71879691295,straight,night,0.07729130238294601
2e8e82bb03417bb953b44e1e345447a5,left-turn,day,0.5876132249832153
2e9a8a05bbe6ef1e53fc140d875c0500,straight,day,0.7627841234207153
2e9c18b832f91f2cc04e6856cb664d1c,right-turn,night,0.07030937820672989
2eaeb71750209bd465b300c6b9d6f4c7,right-turn,night,0.033200692385435104
2eb33d56475b01c9bb9c8dc640009f1a,straight,day,0.8484765291213989
2f3a8f019bbb8b48e8e46c6f7bcca3fd,right-turn,day,0.7857086658477783
2f4fbf5d5b06636a6ed5ccd994bd6158,straight,day,0.8736927509307861
2fc69fa104c27722f4062b28cd144011,right-turn,day,0.8439444303512573
2fc83038cb02199f1e530808f50e3862,straight,night,0.13671201467514038
2ffb582fe772ccb7539a7801ad3034e2,left-turn,day,0.5483583807945251
